task_id,task_description,priority,user_id,deadline,estimated_duration_hours,current_user_workload,task_category
633,Body could student let model quite example future college this medical.,Medium,U045,2025-05-23,1,34,documentation
634,Improve response exactly race job such couple.,Low,U006,2025-05-28,10,28,documentation
635,This play authority listen provide everybody who.,High,U013,2025-06-10,2,18,development
636,Difficult guess firm north.,High,U049,2025-06-18,11,18,bugfix
637,Away be man able.,Medium,U033,2025-06-02,5,25,testing
638,Full respond right attention relate listen deep kind high beat.,High,U050,2025-06-02,7,27,bugfix
639,Perhaps Mr despite camera history pull action fly blue long type.,Medium,U016,2025-05-29,1,11,documentation
640,Discuss middle moment shoulder economic sense.,High,U034,2025-06-10,6,10,testing
641,Blood total college note until social describe police table.,High,U026,2025-05-24,8,5,documentation
642,Detail simply consider positive candidate.,High,U042,2025-05-25,7,14,documentation
643,Choose its action challenge sea billion.,Medium,U005,2025-05-24,10,30,testing
644,Mission line worry believe ground become issue cover fast power down accept exactly.,Low,U007,2025-06-01,4,11,design
645,Treatment away when run concern happy garden air.,Medium,U048,2025-05-26,5,34,design
646,Bit important perform central various almost mention bad.,Medium,U021,2025-06-14,12,32,documentation
647,Help place bit other of music.,Medium,U027,2025-06-16,3,20,research
648,Return try somebody although perhaps.,Medium,U006,2025-06-16,3,12,design
649,Property girl it capital as company way court right exactly large purpose really charge pull.,Low,U024,2025-06-03,5,39,development
650,Create enjoy dark.,Low,U016,2025-05-28,4,25,development
651,Modern full past want including indicate for paper.,Medium,U006,2025-05-28,12,29,devops
652,Response week apply receive bed interview we.,Medium,U030,2025-06-10,3,38,design
653,Use end budget form though activity decide once course.,High,U024,2025-05-30,12,29,testing
654,Ground radio administration skin coach task sign a person reveal attorney.,Medium,U045,2025-05-25,10,21,documentation
655,Meeting season per wish material military prevent animal fear.,High,U030,2025-05-22,6,29,documentation
656,Almost learn little significant threat wrong action use open.,Low,U049,2025-06-11,5,29,bugfix
657,Bill best hard grow report sense each ask.,Low,U038,2025-06-08,9,37,research
658,Father expect just enter task city red special job air daughter.,High,U032,2025-06-07,8,26,research
659,Manage church beautiful together realize customer treatment family.,Medium,U007,2025-06-13,4,25,devops
660,Meeting spend six manager answer entire son low mouth production later.,Medium,U041,2025-05-25,1,6,devops
661,Production get might hold hold whatever subject meeting.,Low,U045,2025-05-24,8,39,documentation
662,New local despite continue trip doctor clearly officer.,High,U003,2025-06-01,5,40,devops
663,Choose fill hot quality decide deep hit brother chair scene.,Medium,U031,2025-05-29,9,17,documentation
664,Which yard heavy report itself world visit.,Medium,U039,2025-06-05,1,21,bugfix
665,Owner morning significant better hear including probably focus live protect organization.,Medium,U029,2025-05-29,5,23,research
666,How go relationship yard eight message dinner go.,High,U010,2025-05-22,7,30,design
667,Nature teacher senior fish Republican fund red ask might prove institution poor tend.,Low,U021,2025-05-23,2,18,development
668,Bar have rest challenge management add buy brother official seem actually.,Medium,U037,2025-06-03,10,28,research
669,Yard very side civil bag activity interesting decide price.,Medium,U031,2025-05-31,10,36,research
670,Share price phone low social standard certain compare concern oil.,High,U040,2025-05-24,1,40,design
671,Three close fall may during analysis.,Medium,U020,2025-06-11,5,10,design
672,Now state talk who feel drive player training discuss example accept.,Low,U022,2025-05-27,7,33,testing
673,Cost knowledge seat onto career believe can cup these Democrat.,High,U005,2025-05-31,6,8,development
674,Do mean want world but.,Medium,U031,2025-05-30,5,8,bugfix
675,Less responsibility town another visit sense whom house.,Medium,U021,2025-06-20,2,6,testing
676,Form everyone cut begin same partner.,Medium,U040,2025-06-10,5,24,research
677,Strong prepare million before growth best article cold almost physical.,High,U031,2025-06-08,10,40,documentation
678,Question television doctor visit practice threat deal year.,Medium,U005,2025-05-22,7,20,documentation
679,Song law discover between international mother exist this south speak.,Medium,U040,2025-05-22,1,9,testing
680,Score example economic speech attention develop husband almost admit father stop.,Medium,U037,2025-05-27,12,39,bugfix
681,Another technology break ahead tend challenge inside door my success never interest.,Medium,U039,2025-06-14,3,8,bugfix
682,Church police within talk stop Republican Democrat campaign month I.,Medium,U035,2025-05-24,6,36,devops
683,Upon officer safe.,Medium,U038,2025-06-01,5,29,development
684,Just station wind name every go summer program practice.,Low,U029,2025-06-10,3,40,documentation
685,Offer build home think drive marriage policy send down management guy shoulder.,High,U027,2025-06-05,2,14,testing
686,Where likely election section any upon how.,Medium,U013,2025-06-02,8,15,design
687,Practice religious skin agree center on reach shoulder relationship part.,Low,U003,2025-06-02,4,31,testing
688,Animal both imagine live could.,Low,U050,2025-05-22,5,31,testing
689,Summer never man opportunity family line.,High,U017,2025-05-29,6,26,design
690,Human away probably ten full west we sister year live enough safe age part.,Low,U008,2025-06-06,10,6,development
691,Whatever director eight staff boy court decision still north forget green stage chair.,Medium,U018,2025-06-03,10,11,design
692,Magazine individual whom politics easy.,High,U027,2025-05-29,4,10,design
693,Message three available onto door clearly study.,High,U040,2025-06-20,7,6,development
694,Strong address research crime impact claim their.,High,U012,2025-06-20,7,6,devops
695,Coach continue couple debate organization have woman consider order water fire listen together.,Low,U003,2025-05-26,8,5,development
696,Sit so or everybody bank speech over.,Low,U039,2025-05-29,4,8,development
697,Tell population reflect marriage along peace especially.,Low,U022,2025-05-28,6,25,research
698,Day skin beyond much forward.,Medium,U029,2025-06-11,5,10,devops
699,Affect accept room despite your hundred both beyond baby.,Medium,U034,2025-06-10,7,31,development
700,You success too house because.,Medium,U012,2025-06-12,12,9,devops
701,Energy else step city think as performance show cut state debate court send before.,Medium,U049,2025-06-03,11,28,testing
702,Run news seek some field.,High,U042,2025-05-29,4,14,testing
703,Impact laugh city.,Low,U019,2025-05-29,9,12,design
704,Above power mouth one TV easy this.,Low,U049,2025-06-07,1,14,research
705,Perhaps amount attorney technology window shake Congress.,High,U039,2025-06-02,12,11,testing
706,Congress speech moment exist thank card degree little condition involve economic art real young.,High,U046,2025-05-22,12,34,research
707,Board country lot just space so avoid certainly indeed late.,Medium,U016,2025-06-15,4,12,development
708,Various foreign take political professor.,Medium,U044,2025-06-15,7,25,devops
709,Bar size radio specific recently sure send daughter thing life.,High,U050,2025-06-15,12,36,testing
710,Plan north conference early wear board land side couple property tonight kid.,High,U004,2025-05-22,10,23,development
711,List instead agency during short word drop husband rise hair.,Medium,U012,2025-05-22,11,20,bugfix
712,Before provide usually off cultural radio month seven bank candidate.,Medium,U017,2025-06-20,6,36,development
713,Wide late hand physical face and seek cover central individual.,Medium,U030,2025-06-13,2,26,research
714,Dark effort accept life oil expect.,Medium,U029,2025-05-23,3,13,development
715,Involve cup save than stuff bad fear since public law conference of.,Medium,U029,2025-05-23,7,22,design
716,Together whole call main issue talk attorney single.,High,U002,2025-06-16,5,16,bugfix
717,Ground coach discuss dark bring skill true suddenly bank.,Low,U046,2025-06-03,10,7,development
718,Authority there democratic whom quickly color out who.,Medium,U016,2025-06-01,1,5,bugfix
719,Person leader want get agent last young there read expert ahead.,Medium,U027,2025-06-19,10,8,testing
720,Visit ground president anyone away owner.,Medium,U016,2025-06-18,5,18,documentation
721,Brother voice key win detail even lawyer painting tough.,Medium,U010,2025-06-14,1,7,devops
722,Old say suddenly security suggest represent your million off water.,Medium,U010,2025-06-19,1,33,testing
723,Entire baby girl base ever way yard next environmental true economic.,Medium,U038,2025-05-26,7,30,testing
724,Everybody its kitchen court arrive score rest at mission.,Medium,U027,2025-05-26,10,15,development
725,Animal meet positive citizen conference idea past hotel she.,Medium,U022,2025-06-07,10,14,design
726,Account student memory beautiful either seem here job when none yes family.,Medium,U017,2025-05-28,3,29,bugfix
727,Television consumer suggest relationship arrive person significant take meet project school week.,Medium,U028,2025-06-13,2,18,bugfix
728,Wide economy fear network billion case condition political run radio stop purpose both.,Low,U025,2025-05-29,1,34,research
729,Visit sell large fall.,Medium,U029,2025-05-25,7,31,research
730,What drug gun foreign close building.,Medium,U013,2025-06-19,5,17,development
731,Exactly notice your attorney pay charge tell arm ability.,High,U045,2025-06-19,9,18,research
732,Wait each tree fear strategy day enough he stop plan.,High,U019,2025-06-06,9,23,research
733,Republican issue unit one cover last attack.,Medium,U050,2025-05-24,6,30,bugfix
734,Change decide tax as forget focus represent officer region area go.,High,U003,2025-05-26,2,5,research
735,Himself maybe person foreign example.,Medium,U016,2025-06-20,10,27,testing
736,Open partner president produce believe my do federal.,Medium,U006,2025-06-11,9,20,development
737,Per reduce also light call call statement operation chair dog throw policy.,Medium,U047,2025-06-04,1,38,bugfix
738,Recognize move never such ever discussion start.,High,U026,2025-05-29,10,14,design
739,Pick military teach concern peace economic cause audience affect.,High,U016,2025-05-31,4,38,documentation
740,Worker want author control become real light difficult show lose must TV help.,High,U049,2025-06-12,9,37,development
741,Wear yard involve amount not just investment four east particular national participant.,High,U011,2025-06-18,8,18,bugfix
742,May expert sing expect newspaper writer including imagine toward.,Low,U050,2025-06-14,4,23,devops
743,Charge image issue rich natural.,Medium,U028,2025-06-12,10,18,bugfix
744,Second know lead movement experience war.,Medium,U037,2025-06-05,5,26,documentation
745,Seat trial participant yeah rich what politics free forget its room.,High,U038,2025-06-11,1,10,development
746,For part quickly final lawyer necessary.,High,U006,2025-05-23,2,13,devops
747,Approach fine possible mean into week travel about rest.,Low,U024,2025-06-16,8,11,research
748,I so national force nothing else.,Medium,U045,2025-06-12,3,36,devops
749,Student might fire where story of.,Medium,U041,2025-06-20,8,30,research
750,Suddenly cultural around later identify speak down.,Medium,U048,2025-06-06,12,11,testing
751,Nation player free open president anyone why such.,Medium,U010,2025-06-19,8,32,devops
752,Second cut yeah physical any perhaps attention.,Low,U015,2025-05-23,10,11,devops
753,Style big nature a tree war star girl.,High,U043,2025-05-30,12,38,testing
754,Cover effort when class spend a.,Low,U048,2025-06-20,3,8,devops
755,Station from sit change war help customer ahead.,Medium,U001,2025-05-31,12,31,testing
756,Beyond statement draw girl outside friend property.,Medium,U003,2025-06-06,12,15,testing
757,Everything goal dinner bring federal reach finally chance pressure.,Medium,U042,2025-06-13,5,30,research
758,Military quite receive miss weight glass soon during later their.,Low,U008,2025-06-05,3,33,development
759,Sound away example career marriage pull event.,Medium,U015,2025-06-09,6,20,testing
760,Recently project number day tough least.,High,U009,2025-06-07,4,28,devops
761,Serve official himself your section local prepare majority.,Low,U020,2025-06-09,1,24,testing
762,Various radio church no from.,High,U031,2025-05-28,4,26,devops
763,Decision color support example when next truth.,High,U010,2025-06-13,3,36,research
764,Anything surface need civil left fine crime economy gun war open college.,Medium,U010,2025-05-26,6,26,development
765,Pick item seat indeed become prepare serve institution thousand high range new bring shake design contain.,High,U050,2025-06-05,9,18,documentation
766,Hand carry alone letter down hotel.,Medium,U024,2025-06-17,8,35,testing
767,Player care agency whether almost nation half option need.,Medium,U050,2025-06-08,10,26,development
768,Task paper least child floor eight create I knowledge perhaps pretty form maintain make.,High,U026,2025-06-08,12,11,research
769,Industry smile myself from your.,High,U040,2025-06-01,11,29,design
770,Check charge reveal summer whom wait move family visit president visit.,High,U011,2025-06-07,12,11,research
771,Final total fire none form budget decide business myself local.,Medium,U042,2025-06-18,5,11,design
772,Billion let energy staff share property herself fish area boy wind.,Medium,U035,2025-06-10,8,39,bugfix
773,Level stay oil eight through poor compare national job.,High,U025,2025-05-26,6,31,testing
774,Visit important moment gun need loss respond free since eye Congress where.,Medium,U033,2025-05-25,6,32,design
775,Increase soon fast despite energy somebody apply.,Medium,U013,2025-06-09,12,5,design
776,Stage full media hospital operation feel whom side affect deal.,Low,U036,2025-06-16,1,19,development
777,Close natural produce woman between bad.,Medium,U009,2025-06-13,12,23,design
778,Opportunity no public price large real check market paper evening view.,Medium,U037,2025-06-06,11,11,development
779,Police partner cold man scientist appear north believe audience involve treatment.,Medium,U025,2025-06-15,2,14,design
780,Affect figure tonight.,Low,U019,2025-06-19,12,34,bugfix
781,Nation its upon whether fight girl myself.,Medium,U046,2025-06-07,1,8,devops
782,Head sense decade sometimes thus official.,Low,U045,2025-06-06,10,32,design
783,Agreement hand five something.,High,U012,2025-06-16,9,10,development
784,Military but blue provide red right bar single build military.,Medium,U013,2025-06-10,10,12,research
785,Activity them before stock social.,Medium,U010,2025-05-25,1,5,research
786,Magazine assume bed heavy quality true physical.,Medium,U005,2025-05-25,3,7,testing
787,Sea than little customer item truth eat share big information quality.,Low,U045,2025-05-28,12,8,design
788,Himself as card in.,Low,U038,2025-06-11,9,35,research
789,Affect appear military ever interesting my send.,Medium,U019,2025-05-28,9,28,documentation
790,Interest land life.,Medium,U048,2025-05-23,2,27,testing
791,Shake politics worry order bank water however picture figure collection.,Low,U037,2025-06-10,5,23,bugfix
792,Music miss style perform cause draw.,High,U037,2025-06-13,11,22,development
793,Hit wide society consumer within factor.,High,U049,2025-06-17,8,19,testing
794,Entire citizen item including case federal page seem concern theory.,Low,U008,2025-06-01,9,10,bugfix
795,Investment bill necessary true certain TV purpose house several.,High,U002,2025-06-04,3,33,design
796,Republican exist particular white later because perform event.,Medium,U037,2025-06-05,8,24,testing
797,Leave foot oil property ago however public never land this book address impact.,Medium,U020,2025-06-14,4,19,research
798,Surface much she friend peace.,Medium,U049,2025-06-15,6,10,testing
799,Nature trip stock offer from total black professional.,Low,U005,2025-06-02,4,10,documentation
800,Customer baby similar study lot.,Medium,U040,2025-06-09,9,31,bugfix
801,Under imagine lose.,High,U005,2025-06-10,1,34,documentation
802,Position relationship garden almost owner but thousand.,High,U026,2025-06-19,7,30,devops
803,Benefit green very improve season tough.,Medium,U030,2025-06-17,6,19,development
804,War accept along power walk discussion suffer.,Medium,U010,2025-06-01,2,7,testing
805,Hit school mouth imagine.,High,U010,2025-06-10,11,5,testing
806,Dog can operation many term fight almost coach might statement.,High,U031,2025-06-15,9,33,testing
807,Environment decade action expect traditional as area can newspaper act.,High,U047,2025-05-24,11,39,design
808,Play job without when somebody base continue thus concern computer old likely term coach.,Medium,U009,2025-05-24,10,19,research
809,Well modern yard page plan despite care red write.,High,U046,2025-06-05,8,20,research
810,And central per me across policy phone walk adult star.,Medium,U020,2025-05-26,1,38,devops
811,Trip try center air citizen simple nature sense former.,Medium,U034,2025-06-13,8,17,bugfix
812,Commercial because send particularly remain increase get movie left rock nor.,High,U050,2025-06-11,3,21,design
813,Style a business never their ball exactly mouth especially boy bit deep situation.,Medium,U026,2025-05-24,5,17,design
814,Election place live argue often kind general cultural author.,Low,U012,2025-05-30,6,6,testing
815,Modern that process condition create produce someone season decide.,Low,U011,2025-05-26,10,13,design
816,Lose wear push bad.,Low,U042,2025-06-08,9,5,design
817,Clearly senior employee kitchen body decide everyone room.,High,U031,2025-05-23,9,8,research
818,Control perform family join onto TV mother bring.,High,U007,2025-06-16,3,15,development
819,Catch cold attack single camera good those suffer develop enter.,High,U049,2025-06-07,8,21,bugfix
820,Teach practice property sign even sister serve southern.,High,U044,2025-06-14,3,30,devops
821,Including health whether cover table its process cut whose.,High,U049,2025-06-02,1,38,design
822,Option beautiful other adult character agree.,Low,U026,2025-06-14,10,39,testing
823,Material party happen heart everybody analysis.,Medium,U018,2025-06-17,3,37,design
824,Usually week on this clear why include church.,Medium,U014,2025-06-16,5,11,development
825,Our price art inside discussion now allow above standard manager.,Medium,U010,2025-06-15,1,11,documentation
826,Writer only just around paper nature care when war home soon magazine.,High,U019,2025-05-27,5,35,bugfix
827,Consider production ok physical your concern build identify account Congress.,Medium,U043,2025-06-15,6,10,bugfix
828,Security employee help cultural local.,High,U019,2025-05-28,3,35,research
829,Often lead sea.,High,U006,2025-06-19,7,40,development
830,Any a special within above or never.,Medium,U030,2025-06-12,11,5,bugfix
831,Professor mention voice expert which task letter.,High,U027,2025-05-31,7,39,research
832,Opportunity new chance up class thought contain.,High,U001,2025-05-30,10,32,bugfix
833,Street drug late business consumer as knowledge senior eye free particularly.,Medium,U047,2025-05-27,4,9,design
834,Hit event over region.,Low,U030,2025-06-15,8,31,devops
835,Investment hit evening determine seven assume seven rate both so when unit others plant answer.,High,U014,2025-06-13,8,7,testing
836,Who wonder probably share level player summer know.,Low,U045,2025-05-29,1,28,devops
837,Agree eye happy walk crime sea industry magazine.,Medium,U035,2025-06-19,10,39,design
838,Big various yes degree interview throw.,Medium,U043,2025-06-12,6,5,design
839,Audience in time probably better performance upon produce ground old.,Medium,U005,2025-06-10,11,40,testing
840,Direction second leave cover director thus trial east drive matter.,Medium,U037,2025-06-03,4,37,devops
841,Forward hospital address official interest news.,High,U046,2025-06-05,11,9,design
842,Article question remain three left behind court when within.,High,U015,2025-06-06,7,12,development
843,Now fly five ball store commercial physical guess man break traditional.,High,U012,2025-06-11,1,15,devops
844,Bar region college join nature exist discussion south table.,High,U032,2025-05-25,1,16,testing
845,Often something third data result trial total technology while soon.,High,U050,2025-06-14,6,38,research
846,Car region research change experience nearly word ready.,High,U010,2025-06-16,3,20,devops
847,Pressure year support development approach degree special upon.,Medium,U014,2025-06-01,7,7,research
848,Like direction subject agent carry power up.,Medium,U026,2025-05-29,8,12,development
849,Who him me her person.,Medium,U022,2025-06-18,1,5,design
850,Use around relate home.,Medium,U039,2025-06-16,12,33,research
851,Assume financial letter better teach election suggest president themselves section animal line.,High,U035,2025-05-22,12,36,testing
852,Other today class over.,Medium,U043,2025-06-08,3,28,bugfix
853,Thank behind travel simply standard.,High,U029,2025-05-22,1,34,development
854,Speech over much finally relationship window president.,Medium,U021,2025-05-30,8,12,research
855,Sometimes opportunity rather direction line charge.,High,U001,2025-05-31,5,30,testing
856,Benefit second traditional but space today term central woman.,Medium,U029,2025-05-28,11,28,bugfix
857,Information eat total ball.,High,U018,2025-06-16,7,11,design
858,Some or actually free two morning commercial.,High,U029,2025-05-23,3,22,documentation
859,Hospital lay once mention maintain commercial tonight.,High,U021,2025-05-30,9,6,development
860,Effect foreign machine education Republican.,Medium,U038,2025-06-03,8,23,testing
861,Without top discuss common.,Low,U025,2025-05-24,10,10,devops
862,Information free address team police produce provide himself crime call.,Low,U013,2025-05-30,1,13,devops
863,Option find occur eight writer early politics.,High,U038,2025-06-12,1,21,testing
864,Ball buy choice leader item never attack southern if forget change commercial answer mouth.,Medium,U033,2025-06-13,9,35,design
865,Improve model spend sell simple into their.,Medium,U003,2025-06-06,3,13,research
866,Move crime market point measure fact either.,Medium,U049,2025-05-28,9,14,documentation
867,Pick television drive about.,High,U015,2025-06-19,12,30,devops
868,Now physical enter second hit world.,Medium,U046,2025-05-30,4,7,devops
869,Art spend mind however plan age apply.,Medium,U030,2025-05-31,11,27,bugfix
870,Computer design forward imagine ability attack.,Low,U027,2025-05-24,3,15,design
871,Without relate stage story base.,High,U028,2025-06-11,12,34,design
872,Two industry ever name exactly.,Low,U014,2025-06-07,12,5,devops
873,Fact wish building through expect federal.,Low,U017,2025-06-20,9,19,documentation
874,Order product general attention help strong hold.,High,U027,2025-06-05,10,20,devops
875,Same threat ever benefit writer fill never popular walk thus author price.,Medium,U023,2025-05-26,8,19,research
876,Trial whole prove fear yourself either fall hold own dinner.,Medium,U015,2025-06-13,5,34,design
877,Seat start line parent close anyone minute.,Medium,U036,2025-06-03,8,35,devops
878,Loss beyond color travel against difference use later.,Medium,U006,2025-06-02,5,15,devops
879,Explain country her him knowledge card media page mind.,Medium,U040,2025-05-23,8,23,research
880,Determine firm partner six bed worker involve usually administration.,Low,U001,2025-06-01,12,31,bugfix
881,Artist democratic analysis room source leg.,High,U028,2025-06-05,1,5,testing
882,Continue sure born owner.,Low,U013,2025-05-30,11,39,design
883,Win scientist mother if condition want.,Medium,U010,2025-06-06,7,8,development
884,Mission image woman member official camera.,Medium,U012,2025-06-07,1,33,development
885,Parent whole could peace act something.,Medium,U001,2025-06-03,5,13,documentation
886,Thus officer experience of close involve recently over piece lead.,Medium,U005,2025-06-20,3,22,research
887,Stuff manager investment ago memory event ask what serve.,Medium,U006,2025-06-05,6,35,devops
888,Single production the safe describe something continue.,High,U035,2025-05-30,12,9,documentation
889,Describe if listen hear all dog along.,High,U049,2025-06-18,7,31,testing
890,Major all property usually expert table.,Medium,U035,2025-06-07,9,8,research
891,Economy blood across read like away force product the chance.,Medium,U036,2025-06-04,6,30,design
892,Will alone night size agency dark area moment fish surface stuff on could.,Medium,U043,2025-05-22,7,9,design
893,Just travel actually federal kid senior.,High,U033,2025-06-19,9,13,bugfix
894,Issue college question door toward part front.,High,U001,2025-05-25,12,9,testing
895,Public ready investment recently if prevent budget.,High,U040,2025-06-15,7,39,testing
896,Above difficult need manager how quality.,Medium,U011,2025-06-01,12,19,research
897,Part still event rule his sit accept.,High,U024,2025-06-01,5,31,bugfix
898,Two ability specific letter me you teacher share which.,Medium,U039,2025-06-13,9,20,testing
899,Make attorney record room remember place.,High,U050,2025-05-25,11,21,bugfix
900,Environmental help economic out crime chance seat life soon.,Low,U030,2025-06-14,5,39,design
901,Give six open budget middle they plan.,Medium,U010,2025-06-13,5,39,bugfix
902,Range factor believe face.,Medium,U003,2025-06-11,7,15,development
903,Camera picture economy whatever if student mouth.,Medium,U015,2025-05-29,1,12,testing
904,Imagine song similar pick as.,High,U037,2025-05-26,9,13,testing
905,Country suffer manager same because entire ago discover listen.,High,U044,2025-06-16,2,18,documentation
906,Involve professor cut study group information.,High,U038,2025-05-25,7,15,bugfix
907,Organization teacher worry evening nation pick attack community will actually rock.,High,U019,2025-06-19,8,36,devops
908,Church edge letter media strong alone kitchen debate national actually clear democratic open father.,Medium,U019,2025-06-14,11,23,devops
909,Stage whether performance cold score value house close.,Medium,U018,2025-06-15,11,12,bugfix
910,Meet another court television support note experience believe stay reality site hundred catch.,Medium,U050,2025-05-25,3,11,testing
911,Force around leg describe conference any.,Medium,U050,2025-06-09,3,22,development
912,Factor key hold different address population small direction pay.,High,U018,2025-05-27,10,38,research
913,So may successful section goal rich sure table blood matter order of relate.,Medium,U032,2025-06-02,6,38,design
914,Feel gas bring him hour draw idea as business any happen just everyone.,Medium,U015,2025-05-23,8,20,development
915,Kind behind meet star outside consider.,Medium,U001,2025-06-09,1,37,design
916,Spend century run address especially but including.,Medium,U020,2025-06-13,11,15,design
917,Particular great to late ready choose western modern save clearly occur high can.,Medium,U046,2025-05-30,8,26,testing
918,Husband try PM so point significant happen.,Low,U038,2025-06-09,2,38,testing
919,Agreement pattern owner reflect another word special.,Medium,U027,2025-06-13,4,36,bugfix
920,Skin near grow race people use.,High,U033,2025-06-05,9,9,testing
921,Point happen consumer successful physical upon cut design various respond.,Low,U032,2025-05-22,7,36,development
922,Source lawyer support somebody positive defense today themselves.,High,U012,2025-06-10,5,15,bugfix
923,Minute language none lawyer audience.,Medium,U001,2025-06-14,9,12,documentation
924,Boy dark where star ever important.,Low,U028,2025-05-28,1,15,devops
925,Radio large decision ok ok firm size me effect send.,High,U004,2025-05-26,2,17,documentation
926,Movie charge factor economy allow interest see.,High,U032,2025-05-29,3,20,development
927,Officer candidate safe few beat seven nor lay arm while energy.,Medium,U012,2025-05-26,7,12,research
928,Many left ground company.,High,U034,2025-05-22,6,6,research
929,Up season enough few still which.,High,U008,2025-06-05,1,34,devops
930,Us debate owner worker debate movie main.,High,U019,2025-06-19,11,11,testing
931,Organization from painting stand leave trip remember take.,Medium,U043,2025-05-26,11,36,development
932,Start card its within per western occur.,Medium,U004,2025-05-23,5,40,documentation
933,Common lot often best to let probably candidate plan.,Medium,U014,2025-05-26,3,7,testing
934,Game everybody staff Congress early impact.,High,U041,2025-05-28,9,15,bugfix
935,Scene month enough shake fill.,Medium,U018,2025-06-03,6,35,devops
936,East network structure ten especially such state water speech.,High,U033,2025-06-13,2,8,testing
937,Face shake moment response himself walk moment record another tonight begin.,Medium,U022,2025-06-01,5,14,design
938,Event and type heart themselves health.,Medium,U003,2025-05-31,2,38,development
939,Until popular writer rise weight better fast.,High,U002,2025-05-27,10,20,documentation
940,Us need the difference everyone why computer door fish answer direction thus form drive.,Low,U005,2025-06-12,5,11,design
941,Discussion kind magazine some fund.,Medium,U049,2025-06-08,3,11,bugfix
942,Month career among now candidate paper if.,Medium,U015,2025-06-12,12,9,testing
943,Young fine city risk word without picture mind its thank however.,Medium,U023,2025-06-12,6,7,development
944,Quickly language door increase cover cold participant rate.,Medium,U001,2025-06-06,2,30,bugfix
945,Weight eight range school describe suggest each.,Low,U007,2025-05-22,5,27,research
946,Because then knowledge too above your practice nature whatever idea suggest.,High,U018,2025-06-06,2,6,bugfix
947,Hard line eight reveal best serve of effect box my determine suggest station.,Medium,U032,2025-05-26,12,6,testing
948,Trade name move factor environment.,Medium,U005,2025-06-05,12,12,bugfix
949,Give toward book peace face.,High,U029,2025-06-17,11,9,research
950,Doctor back three dark technology performance technology writer who player any land of good.,High,U037,2025-06-06,1,38,bugfix
951,He another professional young anything what half.,Medium,U040,2025-05-25,9,31,design
952,Many control water check price truth training them house box method.,Medium,U019,2025-05-25,4,5,bugfix
953,Example month themselves effort practice through part.,High,U041,2025-06-17,12,11,development
954,Culture much discuss article police result stuff Congress represent small final.,Medium,U044,2025-05-27,9,10,devops
955,Yard run discuss always paper.,Medium,U030,2025-06-05,10,26,devops
956,Nearly buy call six building travel field to trouble time check sure name very here.,Medium,U024,2025-06-19,6,35,testing
957,Somebody finally establish than detail sport key discussion.,High,U014,2025-05-26,8,23,development
958,Suffer receive peace magazine executive near wait hear yourself provide answer second product magazine.,Low,U018,2025-05-22,6,26,bugfix
959,Decade heart process mission happy born big set professional kid discussion present onto challenge rock.,Medium,U002,2025-06-17,9,10,documentation
960,Not chair many cultural moment interest age just suddenly.,High,U004,2025-05-23,10,38,design
961,Blue drug anyone international glass style focus.,Medium,U032,2025-05-26,10,37,research
962,Painting pretty level discussion compare ready political today event believe foreign.,Medium,U032,2025-06-08,11,12,testing
963,May again professional character argue enjoy more teacher whether and low charge.,Medium,U033,2025-05-24,11,19,testing
964,Letter for indicate add operation amount offer result.,Low,U025,2025-05-27,8,27,testing
965,Against and religious thing article animal security skin age.,High,U026,2025-06-06,10,35,design
966,Color others billion coach.,Low,U048,2025-06-12,4,13,design
967,Our organization hair upon dark charge better whole lead for enjoy understand.,Low,U044,2025-05-31,12,40,development
968,Southern before hot form clearly true policy dinner forget view major security course operation.,High,U022,2025-05-25,10,32,development
969,Have those name within win world clear official huge floor face.,Medium,U012,2025-05-30,3,6,design
970,Yourself effect safe knowledge good.,Medium,U031,2025-06-06,10,28,bugfix
971,Let part challenge exist them item perhaps sometimes professor professor thought day.,Low,U001,2025-06-07,12,35,devops
972,Feeling impact trial hand service pretty.,Medium,U040,2025-06-07,1,26,testing
973,Bag myself enter feeling hit pattern all manage thought.,Medium,U027,2025-06-03,1,35,testing
974,Generation per mention ahead feel of.,High,U019,2025-06-05,7,14,devops
975,Political herself somebody work source born school trouble view brother sense executive system.,Medium,U041,2025-06-03,4,22,devops
976,Learn us own their forget bar look.,Low,U043,2025-05-26,1,8,documentation
977,Foreign which toward bag finally fight.,High,U011,2025-06-09,10,19,development
978,Sister military sure you coach second fund itself building indicate girl around.,High,U037,2025-05-31,4,36,devops
979,West star result center.,Medium,U043,2025-05-25,9,28,design
980,Ball history available project American woman ground decide how in.,Medium,U041,2025-05-27,3,11,documentation
981,Support by among knowledge opportunity avoid size account moment call opportunity continue like rise seek by.,Low,U031,2025-06-11,11,40,testing
982,Organization on such large study.,Low,U030,2025-06-14,9,39,research
983,Large how always guess low who.,Medium,U017,2025-06-03,2,33,bugfix
984,This player foreign nothing environmental kind.,High,U004,2025-06-16,9,11,devops
985,You stay professional marriage left condition ten near how act.,High,U015,2025-06-05,4,8,bugfix
986,Bank mention recognize side resource similar guess.,High,U009,2025-05-27,10,15,documentation
987,West would without industry forward my may response quite community commercial call bag weight where.,Medium,U046,2025-06-13,6,16,design
988,Catch movie summer service face recently.,Low,U036,2025-06-20,7,18,testing
989,Speech everybody policy magazine take floor environmental fly care worry.,Low,U043,2025-06-05,3,10,design
990,Executive save admit who citizen who personal young much everybody government.,Medium,U029,2025-06-01,5,14,testing
